timesteps,ent_coef,policy_loss,value_loss,entropy_loss,approx_kl,early_stopped,grad_norm,reward_mean,reward_std,avg_steps_survived,max_hover_streak,avg_final_dist,min_final_dist,effective_std_mean,total_param_norm,outcome_oob,outcome_attitude-ROLL,outcome_attitude-PITCH,outcome_hit,outcome_hover_success,outcome_moving_away_cap,outcome_drift,outcome_timeout
570000,0.00445,0.015660208424378652,4.063421241007745,-0.5559558933600783,0.03950496666948311,True,49.43634310364723,-10.359614735249423,12.975669098512203,155.0,125,0.3869199396334357,0.3869199396334357,0.27799558639526367,54.180482145398855,0,0,0,0,0,20,0,0
585000,0.004300000000000001,0.018798604411131237,2.389454156626016,-0.5672046318650246,0.04029156583419535,True,39.08107531815767,-25.834973618190418,5.135288971983282,171.0,141,0.3742419959182931,0.3742419959182931,0.27889683842658997,54.4544351156801,0,0,0,0,0,20,0,0
600000,0.00415,0.035134115190885495,7.030248414725065,-0.5673863287083805,0.05265919213707093,True,71.21071026474237,5.630714169198926,19.59969886380389,165.0,135,0.43616723103815697,0.436167231038157,0.2784010171890259,54.75541144609451,0,0,0,0,0,20,0,0
615000,0.004,0.02974609102602699,7.083254077471793,-0.5799675150774419,0.05802465949091129,True,88.17362600564957,16.54185326594572,21.08959365467564,191.0,161,0.4016976414520901,0.4016976414520901,0.2789640426635742,54.86961831524968,0,0,0,0,0,20,0,0
630000,0.00385,0.032925686547969235,5.198961408343166,-0.5637364629656076,0.03492277926125098,True,72.87365174293518,6.667999213393988,23.074527161550126,205.0,175,0.5433226249444286,0.5433226249444286,0.27771276235580444,54.77253894135356,0,0,0,0,0,20,0,0
645000,0.0037,0.04634263084153645,4.130287968553603,-0.5631822976283729,0.050471973008825444,True,72.33815168589354,-8.163334082477459,5.366107769192158,201.0,200,0.2719613189208791,0.2719613189208791,0.27822232246398926,54.949738673865795,0,0,0,0,20,0,0,0
660000,0.0035499999999999998,0.022731770921382122,1.8869202092755586,-0.5509171686135232,0.0573821001307806,True,51.67991602420807,-14.825634543697452,4.941391489911399,201.0,200,0.2941213435888736,0.29412134358887365,0.2773979902267456,55.377165047451854,0,0,0,0,20,0,0,0
675000,0.0034,0.029805081350787077,3.1019373417366296,-0.5699210925959051,0.05653659102972597,True,36.4625524058938,-12.427127982850326,13.526284590747718,224.0,194,0.48250583254823304,0.4825058325482331,0.2782982587814331,55.62081611901522,0,0,0,0,0,20,0,0
690000,0.0032499999999999994,0.03901404543285025,4.166655005188659,-0.5570123973302543,0.05640224239323288,True,49.006960451602936,-7.887728054363495,3.2987016727290444,148.0,118,0.4681489812825763,0.4681489812825763,0.27775776386260986,55.63798098266125,0,0,0,0,0,20,0,0
705000,0.0031000000000000008,0.017082842197851278,3.671896980609745,-0.5702726896852255,0.03706411973689683,True,62.80375246703625,-4.283554082609089,3.2854127078507287,198.0,168,0.44540339961660197,0.445403399616602,0.278789222240448,56.083527375012636,0,0,0,0,0,20,0,0
720000,0.0029500000000000004,0.019810623489320278,3.1337030143477023,-0.5495912996120751,0.04352385277161375,True,50.4120429828763,-14.034168282237687,1.6009421995760391,193.0,163,0.4008685113383044,0.4008685113383045,0.2776511609554291,56.16473127901554,0,0,0,0,0,20,0,0
735000,0.0028000000000000004,0.013574855154729448,5.556245969608426,-0.5639340211637318,0.033051373684429564,True,147.7587566897273,25.49145638829473,23.63524608185932,198.0,168,0.43366931530361724,0.43366931530361724,0.2784576117992401,56.25515078380704,0,0,0,0,0,20,0,0
750000,0.00265,0.016869927785592154,5.7931628953665495,-0.5546722328290343,0.027779840122093447,True,127.24780429899693,20.90264010530611,25.808007792401877,211.0,181,0.5558094842828745,0.5558094842828744,0.27792882919311523,56.47536915168166,0,0,0,0,0,20,0,0
765000,0.0025,0.013439308659144444,9.217690128833055,-0.5519611868076026,0.025591689976863563,True,99.78256307542324,21.332734112247003,23.989237655703825,201.0,200,0.08175543674577254,0.08175543674577256,0.2777305245399475,56.421098459511995,0,0,0,0,20,0,0,0
