timesteps,ent_coef,policy_loss,value_loss,entropy_loss,approx_kl,early_stopped,grad_norm,reward_mean,reward_std,avg_steps_survived,max_hover_streak,avg_final_dist,min_final_dist,std_final_dist,effective_std_mean,total_param_norm,outcome_oob,outcome_attitude-ROLL,outcome_attitude-PITCH,outcome_hit,outcome_hover_success,outcome_moving_away_cap,outcome_drift,outcome_timeout
1095000,0.00392,0.09875568075949559,67.27914870530367,5.809642173349857,0.5485886656533694,True,297.8130362033844,392.5414901720423,434.2471253755137,649.45,0,130.02036021596265,98.79041795386759,16.629189042476938,0.057034194469451904,177.1881738305092,0,20,0,0,0,0,0,0
1110000,0.003905,0.11295125573815312,44.38324607536197,5.809531623497605,0.8413397627591621,True,254.07330095767975,182.92396539761302,196.18633305879845,591.8,0,132.92167325909395,100.8253067050611,20.073758809105538,0.05703442171216011,177.1768359541893,0,11,9,0,0,0,0,0
1125000,0.0038900000000000002,0.15466162848315435,58.1035011485219,5.809486668556929,0.4201273977669189,True,277.0053985416889,407.19315898486104,406.5940215246888,628.8,0,129.9125825532189,101.8068724874165,20.2708124950219,0.05703456327319145,177.19609840214252,0,14,6,0,0,0,0,0
1140000,0.0038750000000000004,0.13219853956979932,56.82783158868551,5.809592297300696,0.5221152077574516,True,304.73070445656776,434.18872995039163,368.3501593652727,405.95,0,140.24116723995047,96.22019146902029,14.154206988226262,0.05703473091125488,177.21783103048801,0,20,0,0,0,0,0,0
1155000,0.00386,0.2530382451368496,100.7683452218771,5.809518883004785,2.7927339570742333,True,324.22668266296387,512.6806107692894,554.2393555371393,568.2,0,132.14826056825373,89.20919832451395,22.962875065465585,0.05703479051589966,177.2491329461336,0,20,0,0,0,0,0,0
1170000,0.0038450000000000003,0.29555454982619267,131.48044481873512,5.809463525190949,4.976801080003497,True,358.7984459400177,520.6492073373769,640.7979367031954,1005.0,0,105.0780374552696,39.2142665174206,48.86331604143027,0.05703503638505936,177.28964821994305,0,7,6,0,0,7,0,0
1185000,0.00383,0.33827541261416627,147.85369709134102,5.809331966564059,2.796663481654832,True,409.21814888715744,494.52711550699325,761.3995975535519,837.6,0,112.05961505942832,78.66185352601408,33.757221930864766,0.057035163044929504,177.3289081454277,0,18,2,0,0,0,0,0
1200000,0.0038150000000000002,0.19310277176555246,110.80462196469307,5.809317521750927,2.5416615204594564,True,306.3223930001259,910.7187599123712,1038.903960777574,1024.7,0,107.79556234974525,26.59142522656048,53.557478749859015,0.05703527480363846,177.3770827651024,0,9,5,0,0,6,0,0
1215000,0.0038,0.17508138759876601,115.36823708564043,5.809570860117674,1.7502176003908971,True,304.8244327902794,542.4411938990739,741.5306629090334,663.8,0,128.70119030849278,74.3045385477032,27.704219484784826,0.05703529343008995,177.3975565135479,0,20,0,0,0,0,0,0
1230000,0.003785,0.28327936029381817,134.4611309170723,5.809382731094956,7.83808572680573,True,364.1755843758583,745.8472293218861,685.2130133237436,448.9,0,141.27592651516542,123.17467724974043,8.486704288999015,0.057035431265830994,177.42576867341995,0,14,6,0,0,0,0,0
