timesteps,ent_coef,policy_loss,value_loss,entropy_loss,approx_kl,early_stopped,grad_norm,reward_mean,reward_std,avg_steps_survived,max_hover_streak,avg_final_dist,min_final_dist,effective_std_mean,total_param_norm,outcome_oob,outcome_attitude-ROLL,outcome_attitude-PITCH,outcome_hit,outcome_hover_success,outcome_moving_away_cap,outcome_drift,outcome_timeout
15000,0.01,0.0038144357095006853,1.2187037393450737,0.30202597193419933,0.003868959582177922,False,4.337236065417528,7.782630972396058,1.367144744202942,145.0,130,0.3957011740936699,0.3957011740936699,0.22439181804656982,20.410977074876428,0,0,0,0,0,20,0,0
30000,0.00985,-0.00434768688865006,0.4276582410093397,0.28985085897147655,0.006975463838898577,False,7.300524413585663,9.913273703423425,0.9778889571745796,160.0,145,0.40931668582808534,0.40931668582808534,0.22508585453033447,22.757064493373036,0,0,0,0,0,20,0,0
45000,0.0097,-0.007040160446194932,0.35273392975796014,0.2854246739298105,0.006158084943308495,False,7.470955744385719,12.767352254203608,0.8625764650459546,179.0,164,0.41711403040490475,0.4171140304049047,0.2253795862197876,23.476962957531214,0,0,0,0,0,20,0,0
60000,0.00955,-0.0025431923422729596,0.4962991194333881,0.26572057232260704,0.00809839364956133,False,6.639551799744368,15.640855306839796,5.6111337963145145,206.0,191,0.40635001045155833,0.40635001045155833,0.2264813780784607,23.82772694155574,0,0,0,0,0,20,0,0
75000,0.0094,-0.0010745977342594415,2.315265882294625,0.26121843978762627,0.003629846512922086,False,8.244781270623207,25.07913856793507,7.393424488726127,239.0,224,0.3902373790534182,0.39023737905341827,0.22676576673984528,24.183571740984917,0,0,0,0,20,0,0,0
90000,0.009250000000000001,0.001244783663423732,7.449755437672138,0.25549923814833164,0.007811677060090005,False,11.720984775573015,20.822436891854817,7.808973658666137,188.0,173,0.36260090213182655,0.36260090213182655,0.22703467309474945,23.487493462860584,0,0,0,0,0,20,0,0
105000,0.0091,-0.002771122584817931,1.1379168685525656,0.22890540398657322,0.00758709671208635,False,7.329992074519396,13.42540499864306,1.7348487140115698,178.0,163,0.3694611671753177,0.36946116717531774,0.22858493030071259,24.597810991108418,0,0,0,0,0,20,0,0
120000,0.00895,0.00010215988731943071,2.0256908810697496,0.23900816217064857,0.007661258758162148,False,9.0289784707129,28.806491598504852,5.013392169043696,214.0,199,0.376154671957193,0.37615467195719304,0.2279806137084961,25.746360819786787,0,0,0,0,0,20,0,0
135000,0.0088,-0.0012866467441199347,5.1927796974778175,0.2232018392533064,0.008247028003097512,False,13.29497605189681,29.09684772836014,7.461402545316096,258.0,243,0.37841313097431073,0.37841313097431073,0.2289082407951355,26.05378369241953,0,0,0,0,20,0,0,0
150000,0.00865,0.0026647635677363724,1.2103488491848111,0.17545125633478165,0.007894326889072545,False,7.414928272366524,16.983553064140757,7.3612083140832,218.0,203,0.3980915281817424,0.3980915281817423,0.2316950410604477,26.841504488140345,0,0,0,0,20,0,0,0
165000,0.0085,-0.006783261516829953,2.6377882044762373,0.16474594362080097,0.009652298802393489,False,7.906224176287651,30.992198774784434,6.009470290786604,284.0,269,0.340222184011492,0.340222184011492,0.232326939702034,26.908327537588775,0,0,0,0,20,0,0,0
180000,0.00835,0.021173142769839615,9.575818546116352,0.15200766175985336,0.022138154658023268,True,30.864805564284325,18.445648324713133,8.546385393281561,200.0,185,0.3674466059812735,0.36744660598127354,0.23304837942123413,26.298287646612152,0,0,0,0,0,20,0,0
195000,0.0082,-0.00015108901425264776,1.4538072040304542,0.1282764934003353,0.011279234866378829,False,4.560123655945063,17.877023640180884,6.907701275267657,179.0,164,0.3651112785052702,0.3651112785052702,0.2344348430633545,26.618717005709186,0,0,0,0,0,20,0,0
210000,0.00805,-0.0037738485407317057,0.7068257664795965,0.14325084164738655,0.004855158404097892,False,4.9586058631539345,10.078002282838392,1.4886889941767818,165.0,150,0.35999306790227603,0.35999306790227603,0.23350095748901367,27.019085390493274,0,0,0,0,0,20,0,0
225000,0.0079,-0.0037314231594791636,0.6456201418768615,0.1470661498606205,0.004430190412676893,False,5.817843601107597,16.00485548020807,5.3306705008108475,185.0,170,0.3642465809847694,0.3642465809847695,0.23325616121292114,27.25973555445671,0,0,0,0,0,20,0,0
240000,0.007750000000000001,-0.0027361984521121485,2.039433560334146,0.14013599418103695,0.004474744768231176,False,6.503333207219839,25.465029967583952,7.314039512025032,237.0,222,0.3809159531592625,0.3809159531592625,0.23368626832962036,27.922584438696504,0,0,0,0,20,0,0,0
255000,0.0076,-0.001144658868724946,1.3278301544487476,0.12481058016419411,0.008398232545005158,False,6.716017186641693,25.072870739566117,7.055714980245789,217.0,202,0.3955352945068068,0.39553529450680674,0.23469826579093933,28.15942401625216,0,0,0,0,20,0,0,0
270000,0.00745,-0.0029652701632585377,2.65629526367411,0.11254497431218624,0.007042087512672879,False,9.891937498003244,34.10150491284142,3.8960268724297555,273.0,258,0.34193765833138345,0.3419376583313834,0.235343798995018,28.177413523197174,0,0,0,0,20,0,0,0
285000,0.0073,-0.0029733958654105663,3.233219835907221,0.10527041554450989,0.004931444753310643,False,9.431102257221937,30.962712389109424,5.301431372743158,276.0,261,0.3641707625430667,0.3641707625430667,0.23580320179462433,28.51536712422967,0,0,0,0,20,0,0,0
300000,0.007150000000000001,-0.0037413312238641083,2.494090764783323,0.08994085155427456,0.0066950772306881845,False,8.99478392675519,37.51760749153159,11.43791298024732,267.0,252,0.3559485752379806,0.3559485752379806,0.23672747611999512,29.01072527654469,0,0,0,0,20,0,0,0
315000,0.006999999999999999,-0.00797635926574003,2.207013898063451,0.0806995127350092,0.00596558305551298,False,8.640575531870127,31.6034556276336,10.1102843739469,254.0,239,0.35620135079733534,0.3562013507973353,0.2372116893529892,29.25593371875584,0,0,0,0,20,0,0,0
330000,0.006850000000000001,-0.0046285253592941444,2.3894688840955496,0.08774610050022602,0.004677929246099666,False,9.812618218362331,35.15749969930945,6.723207242047343,237.0,222,0.3629701365113437,0.36297013651134374,0.23682251572608948,29.453963968902826,0,0,0,0,20,0,0,0
345000,0.006699999999999999,-0.00015270812582457438,2.1347040394321084,0.10711570642888546,0.006883936599479057,False,7.531151175498962,29.080988486036773,7.614210686916228,229.0,214,0.36476225426780584,0.36476225426780584,0.23564448952674866,29.727489054203033,0,0,0,0,20,0,0,0
360000,0.00655,-0.004576230749080423,2.242924873251468,0.10936599224805832,0.009394512584549375,False,9.154621198773384,35.677010168681406,9.072779415342175,261.0,246,0.39025057272902575,0.3902505727290257,0.23553431034088135,30.322863925248384,0,0,0,0,20,0,0,0
375000,0.0064,-0.0010933075391221792,2.482255669310689,0.10100186057388783,0.005937624388025142,False,9.903003629297018,29.33133474058505,10.13684089233314,268.0,253,0.33775258250057244,0.3377525825005725,0.23602871596813202,30.826978793367743,0,0,0,0,20,0,0,0
390000,0.00625,-0.004251484468113631,2.190269395709038,0.10485448874533176,0.0073351393366465345,False,10.892145104706287,31.24415745577223,8.148852729921646,242.0,227,0.34971797770812785,0.34971797770812785,0.23576882481575012,31.099466076120734,0,0,0,0,20,0,0,0
405000,0.0061,-0.005013834444980603,2.3247583778575063,0.11328799277544022,0.005643815908115357,False,11.048227079212666,35.82586011059722,6.003291732171895,252.0,237,0.3455496923209047,0.3455496923209047,0.235248401761055,31.602806739509106,0,0,0,0,20,0,0,0
420000,0.0059499999999999996,-0.005198054270294961,2.2268514381721616,0.12980989553034306,0.006946621157112531,False,11.695420376956463,27.748225457016463,7.812689734820925,236.0,221,0.3515639314352942,0.3515639314352943,0.23427116870880127,31.81667399033904,0,0,0,0,20,0,0,0
