timesteps,ent_coef,policy_loss,value_loss,entropy_loss,approx_kl,early_stopped,grad_norm,reward_mean,reward_std,avg_steps_survived,max_hover_streak,avg_final_dist,min_final_dist,std_final_dist,effective_std_mean,total_param_norm,outcome_oob,outcome_attitude-ROLL,outcome_attitude-PITCH,outcome_hit,outcome_hover_success,outcome_moving_away_cap,outcome_drift,outcome_timeout
570000,0.00445,-0.001790851485566236,0.9285176403354853,3.1263380516320467,0.010078010192955844,False,25.337339136749506,883.9136295965798,446.2092674003779,2244.0,2223,0.32133962220268664,0.32133962220268664,0.0,0.11072791367769241,48.8525153696537,0,0,0,0,20,0,0,0
585000,0.004300000000000001,0.0002096122916555032,0.43866791774053127,3.119552906602621,0.007160075067076832,False,26.552607133984566,643.2161327469324,399.479348706324,4341.0,4320,0.42059107208487595,0.42059107208487595,0.0,0.11093392223119736,49.26996424794197,0,0,0,0,20,0,0,0
600000,0.00415,0.001498943536716979,1.1677244622260332,3.108621073886752,0.008023156799026765,False,28.328781336545944,445.11208482588273,318.09261761693074,2148.0,2127,0.32521678127242754,0.3252167812724276,5.551115123125783e-17,0.11123032867908478,49.570828795433044,0,0,0,0,20,0,0,0
615000,0.004,-0.003044056982616894,0.4139241259836126,3.1052489578723907,0.008784840683802031,False,22.929628737270832,374.67889277232274,264.14523898017063,5000.0,5000,0.16617752762870458,0.16617752762870458,0.0,0.11119166761636734,49.93762284517288,0,0,0,0,20,0,0,0
630000,0.00385,-0.0008088608592515811,0.3398309940821491,3.1219519414007664,0.009834913318627514,False,25.23456444963813,426.86505802833625,275.969076037798,5000.0,5000,0.05600458299854475,0.05600458299854476,6.938893903907228e-18,0.11086370795965195,50.199310064315796,0,0,0,0,20,0,0,0
645000,0.0037,-0.0002313726581633091,0.46119887923123315,3.142552688717842,0.007344678568188101,False,27.59403745085001,522.9663683123957,267.0208547783664,5000.0,5000,0.06968724984493749,0.0696872498449375,1.3877787807814457e-17,0.11028565466403961,50.42478132992983,0,0,0,0,20,0,0,0
660000,0.0035499999999999998,-0.0044072894743294455,0.22732779259968083,3.1494258772581816,0.00824969077075366,False,24.686030216515064,594.9806456898682,195.03806031505016,5000.0,5000,0.04504856784441659,0.04504856784441659,0.0,0.11009641736745834,50.83597765862942,0,0,0,0,20,0,0,0
675000,0.0034,-0.0015761433824081905,0.5215071855345741,3.161676252260804,0.01473902772704605,False,26.250457502901554,451.858145607356,194.60189265546416,3199.0,3178,0.3079306189477212,0.30793061894772117,5.551115123125783e-17,0.1097637191414833,51.11395615339279,0,0,0,0,20,0,0,0
690000,0.0032499999999999994,-0.0015098020085133612,0.6265719046350569,3.1756172217428684,0.008379413557122461,False,27.895295679569244,209.9719492296193,160.1497586073306,2921.0,2900,0.332898967869682,0.3328989678696819,5.551115123125783e-17,0.10939239710569382,51.40532552450895,0,0,0,0,20,0,0,0
705000,0.0031000000000000008,-0.0002652520124684088,1.2434198257979006,3.1824245806783438,0.017931542854057625,True,31.476024769246578,171.6346484096228,143.84119319974957,5000.0,5000,0.23574075858056895,0.23574075858056895,0.0,0.10921712219715118,51.36520802974701,0,0,0,0,20,0,0,0
720000,0.0029500000000000004,-0.0008402702515013516,0.360137757321354,3.190870625898242,0.011500663153128698,False,25.54884098097682,223.00597680627547,146.74969978131207,1634.0,1613,0.31022483596870315,0.3102248359687032,5.551115123125783e-17,0.10897406935691833,51.39214340597391,0,0,0,0,20,0,0,0
735000,0.0028000000000000004,-0.003346154189785011,0.3703944602748379,3.167633658275008,0.011108424951089546,False,28.034656882286072,286.54520872956994,180.01917746338975,5000.0,5000,0.2534826984495228,0.25348269844952276,5.551115123125783e-17,0.10947945713996887,51.42306063324213,0,0,0,0,20,0,0,0
750000,0.00265,-0.0019909720576833934,0.23167303163791075,3.1984258014708757,0.01074515248183161,False,21.844608195126057,325.36497659296856,169.24365532100495,5000.0,5000,0.12374206482507503,0.12374206482507503,0.0,0.10876793414354324,51.616450913250446,0,0,0,0,20,0,0,0
765000,0.0025,-0.0015555572826997377,0.26041521807201207,3.2046979945153,0.014845579804386944,False,23.85355092585087,379.8588636772407,183.18293367195852,5000.0,5000,0.20476284997120814,0.20476284997120817,2.7755575615628914e-17,0.10862123221158981,51.61465007066727,0,0,0,0,20,0,0,0
780000,0.00235,-0.004669332614867017,0.27157095522852615,3.1902458649128675,0.01342001892044209,False,25.028055161237717,412.61647719173544,153.49158158222136,5000.0,5000,0.14987346323001466,0.14987346323001463,2.7755575615628914e-17,0.10901320725679398,51.50655776262283,0,0,0,0,20,0,0,0
795000,0.0021999999999999997,0.007243896852742182,0.6702537430683151,3.183963067829609,0.017856171223684214,True,30.48055638372898,444.1617436351785,122.05038755427698,5000.0,5000,0.2125571320905993,0.2125571320905993,0.0,0.10918432474136353,51.4679491519928,0,0,0,0,20,0,0,0
810000,0.0020499999999999997,0.013968313818622846,2.0280352416448295,3.1828835122287273,0.013919391960371286,False,37.041088961064816,363.84935558043753,155.8791780437607,4237.0,4216,0.32796502574017045,0.3279650257401704,5.551115123125783e-17,0.10916648060083389,51.596982307732105,0,0,0,0,20,0,0,0
825000,0.0018999999999999996,-0.0012316790816839784,0.10467175900703296,3.18708604760468,0.007174493293859996,False,26.96160465478897,418.64697209792274,234.26326023560574,2418.0,2397,0.30563560981118976,0.3056356098111898,5.551115123125783e-17,0.10908423364162445,51.617179706692696,0,0,0,0,20,0,0,0
840000,0.0017500000000000005,0.004923273852909915,1.2936401644255966,3.190780421718955,0.01910838125331793,True,33.28071636706591,355.5461381488913,266.74995183210535,1746.0,1725,0.32709866023393297,0.327098660233933,5.551115123125783e-17,0.10896602272987366,51.66367834061384,0,0,0,0,20,0,0,0
855000,0.0016000000000000003,-0.004511283535975963,0.6305988858221099,3.187054654583335,0.009032442612806335,False,31.45451470464468,316.6208845937291,226.79991370070485,2286.0,2265,0.3196527337519319,0.31965273375193193,5.551115123125783e-17,0.1090802401304245,51.79939989000559,0,0,0,0,20,0,0,0
870000,0.0014500000000000001,-0.0017317423626082018,0.7650998936733231,3.1935058049857616,0.004261104957549833,False,32.69109020382166,163.78281620985445,101.20379874352956,1659.0,1638,0.330542757411598,0.33054275741159805,5.551115123125783e-17,0.10891079902648926,52.233654610812664,0,0,0,0,20,0,0,0
885000,0.0013000000000000002,-0.002322441119758878,0.5580966460402124,3.2117964308708906,0.009391260391566902,False,32.0901585072279,108.32798772968428,69.90362254011018,2839.0,2818,0.45959018763504583,0.4595901876350459,5.551115123125783e-17,0.10839460045099258,52.49497853964567,0,0,0,0,20,0,0,0
900000,0.00115,0.0009190483397105709,0.7474340482149273,3.2240744065493345,0.01576223188021686,True,33.06529428064823,170.44345905888378,62.64294444082392,1545.0,1524,0.311890598037137,0.3118905980371369,5.551115123125783e-17,0.10808370262384415,52.5527642890811,0,0,0,0,20,0,0,0
915000,0.001,-0.0019664132414618507,0.6869758986867964,3.2350223008543253,0.0084838759212289,False,33.949876062572,143.5469349619412,30.00359810432385,1488.0,1467,0.31174475405774066,0.31174475405774066,0.0,0.10778209567070007,52.808227598667145,0,0,0,0,20,0,0,0
930000,0.001,-0.002956764008558821,0.5982947685406543,3.237086918205023,0.008978357975138351,False,32.22463854402304,141.7136717909482,14.544944337214595,1458.0,1437,0.3117243275945143,0.31172432759451435,5.551115123125783e-17,0.10772920399904251,52.99457547068596,0,0,0,0,20,0,0,0
945000,0.001,-0.0021756810529041104,0.39051199797540903,3.239039149135351,0.008646159229101613,False,29.61390319466591,156.39365350319963,43.29026773537449,2591.0,2570,0.3142777806661326,0.31427778066613266,5.551115123125783e-17,0.10769368708133698,52.973642617464066,0,0,0,0,20,0,0,0
960000,0.001,0.00018772923067444935,1.2697949088760652,3.2507440615445375,0.008943384134909138,False,41.46391016244888,178.9005873316746,93.18690021974707,1420.0,1399,0.30990712008353216,0.3099071200835321,5.551115123125783e-17,0.10736605525016785,53.128721192479134,0,0,0,0,20,0,0,0
975000,0.001,-0.0018476884870324284,0.63573174746125,3.262021191418171,0.012226884864503518,False,29.87466172873974,83.06627948494385,26.988605608895906,1439.0,1418,0.30722590834900365,0.3072259083490036,5.551115123125783e-17,0.10706137120723724,53.24838825315237,0,0,0,0,20,0,0,0
990000,0.001,-0.002329490685951896,0.6387083405861631,3.2810228168964386,0.011797838626080193,False,36.62788301333785,73.4135760074922,10.598234327124418,2361.0,2340,0.32077125288734615,0.3207712528873461,5.551115123125783e-17,0.10656914114952087,53.3277068734169,0,0,0,0,20,0,0,0
1005000,0.001,-0.0014440815430134535,0.47906580701237544,3.3026928957551718,0.009222570282872766,False,27.857179265469313,87.05426625688774,14.898973943996568,2364.0,2343,0.3234067047401164,0.3234067047401164,0.0,0.1059979796409607,53.44661142677069,0,0,0,0,20,0,0,0
